0,1,2,3,4
单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%
地　区,2023年,2024年,增量,增速
按输出地分：,,,,
东部地区,10484,10529,45,0.4
中部地区,9904,10012,108,1.1
西部地区,8367,8414,47,0.6
东北地区,998,1018,20,2.0
按输入地分：,,,,
在东部地区,15277,15363,86,0.6
在中部地区,6982,7038,56,0.8
在西部地区,6552,6603,51,0.8
在东北地区,872,880,8,0.9
在其他地区,70,89,19,27.1
注：其他地区指中国港澳台地区及国外。,注：其他地区指中国港澳台地区及国外。,注：其他地区指中国港澳台地区及国外。,注：其他地区指中国港澳台地区及国外。,注：其他地区指中国港澳台地区及国外。
