0,1,2,3
单位：%、百分点,单位：%、百分点,单位：%、百分点,单位：%、百分点
行　业,2023年,2024年,增加
第一产业,0.7,0.7,0.0
第二产业,45.5,44.7,-0.8
其中：制造业,27.5,27.9,0.4
建筑业,15.4,14.3,-1.1
第三产业,53.8,54.6,0.8
其中：批发和零售业,13.2,13.6,0.4
交通运输仓储和邮政业,7.1,7.2,0.1
住宿餐饮业,6.7,7.1,0.4
居民服务修理和其他服务业,12.7,12.3,-0.4
