0,1,2
行业,金额 （亿美元）,比上年增长 （%）
总计,1438,10.5
其中：农、林、牧、渔业,14,72.0
采矿业,125,80.1
制造业,296,6.2
电力、热力、燃气及水生产和供应业,64,109.5
建筑业,40,-40.0
批发和零售业,282,-3.6
交通运输、仓储和邮政业,74,13.7
信息传输、软件和信息技术服务业,58,18.8
房地产业,17,66.5
租赁和商务服务业,404,19.9
