0,1,2,3,4
地 区,投资额 （亿元）,,同比增长 （%）,
地 区,投资额 （亿元）,住　宅,同比增长 （%）,住　宅
全国总计,19904,15133,-9.9,-9.0
东部地区,12274,9072,-11.5,-10.4
中部地区,3935,3185,-8.3,-8.6
西部地区,3408,2660,-4.8,-2.7
东北地区,287,216,-20.0,-23.7
