0,1,2,3,4
地　区,新建商品房销售面积,新建商品房销售面积,新建商品房销售额,新建商品房销售额
地　区,绝对数,比上年增长,绝对数,比上年增长
地　区,（万平方米）,（%）,（亿元）,（%）
全国总计,97385,-12.9,96750,-17.1
东部地区,45055,-12.7,59373,-17.5
中部地区,24911,-12.0,17380,-16.4
西部地区,23834,-14.6,17485,-17.0
东北地区,3585,-9.7,2512,-11.4
